Tf,Tg,Tf_age,Tg_age
YGL162W,YDL214C,Saccharomyceta,Fungi
YGL162W,YDL246C,Saccharomyceta,Saccharomyces
YGL162W,YDR077W,Saccharomyceta,Saccharomyceta
YGL162W,YDR133C,Saccharomyceta,Saccharomyces
YGL162W,YDR134C,Saccharomyceta,
YGL162W,YDR343C,Saccharomyceta,Saccharomycetaceae
YGL162W,YDR441C,Saccharomyceta,Saccharomyces
YGL162W,YDR442W,Saccharomyceta,Saccharomyces
YGL162W,YEL069C,Saccharomyceta,Saccharomyces
YGL162W,YER044C,Saccharomyceta,Fungi
YGL162W,YER045C,Saccharomyceta,Saccharomyceta
YGL162W,YER145C,Saccharomyceta,Saccharomyceta
YGL162W,YER146W,Saccharomyceta,Saccharomyceta
YGL162W,YGL001C,Saccharomyceta,Ascomycota
YGL162W,YGL055W,Saccharomyceta,Fungi
YGL162W,YGL056C,Saccharomyceta,Fungi
YGL162W,YGL158W,Saccharomyceta,Saccharomycetaceae
YGL162W,YGR067C,Saccharomyceta,Ascomycota
YGL162W,YGR069W,Saccharomyceta,Saccharomyces
YGL162W,YGR249W,Saccharomyceta,Saccharomyces
YGL162W,YHL027W,Saccharomyceta,Ascomycota
YGL162W,YHR080C,Saccharomyceta,Eukaryota
YGL162W,YHR081W,Saccharomyceta,Eukaryota
YGL162W,YHR094C,Saccharomyceta,Saccharomyceta
YGL162W,YHR095W,Saccharomyceta,Saccharomyces
YGL162W,YIL012W,Saccharomyceta,Saccharomyces
YGL162W,YIL013C,Saccharomyceta,Saccharomyceta
YGL162W,YIL099W,Saccharomyceta,Saccharomyces
YGL162W,YIL119C,Saccharomyceta,Saccharomyceta
YGL162W,YIR020C,Saccharomyceta,Saccharomyces
YGL162W,YJL105W,Saccharomyceta,Fungi
YGL162W,YJR150C,Saccharomyceta,Saccharomycetaceae
YGL162W,YJR158W,Saccharomyceta,Saccharomyces
YGL162W,YKL062W,Saccharomyceta,Saccharomyceta
YGL162W,YKL096W,Saccharomyceta,Fungi
YGL162W,YKL109W,Saccharomyceta,Saccharomyces
YGL162W,YKR075C,Saccharomyceta,Saccharomycetaceae
YGL162W,YKR097W,Saccharomyceta,Saccharomyceta
YGL162W,YLL033W,Saccharomyceta,> Eukaryota
YGL162W,YLL034C,Saccharomyceta,> Eukaryota
YGL162W,YLR153C,Saccharomyceta,Fungi
YGL162W,YLR304C,Saccharomyceta,Eukaryota
YGL162W,YML116W,Saccharomyceta,Saccharomycetaceae
YGL162W,YMR011W,Saccharomyceta,Saccharomyceta
YGL162W,YMR016C,Saccharomyceta,Fungi
YGL162W,YMR037C,Saccharomyceta,Saccharomyceta
YGL162W,YMR056C,Saccharomyceta,Ascomycota
YGL162W,YMR070W,Saccharomyceta,Ascomycota
YGL162W,YMR135C,Saccharomyceta,Ascomycota
YGL162W,YMR136W,Saccharomyceta,Ascomycota
YGL162W,YNL038W,Saccharomyceta,Saccharomyceta
YGL162W,YNL178W,Saccharomyceta,Saccharomyceta
YGL162W,YNL231C,Saccharomyceta,Dikarya
YGL162W,YOL159C,Saccharomyceta,Saccharomyces
YGL162W,YOR049C,Saccharomyceta,Ascomycota
YGL162W,YOR107W,Saccharomyceta,Ascomycota
YGL162W,YOR136W,Saccharomyceta,Saccharomycetaceae
YGL162W,YPL012W,Saccharomyceta,> Eukaryota
YGL162W,YPL026C,Saccharomyceta,Fungi
YGL162W,YPL062W,Saccharomyceta,Saccharomyces
YGL162W,YPL156C,Saccharomyceta,Eukaryota
YGL162W,YPL177C,Saccharomyceta,Fungi
YGL162W,YPL230W,Saccharomyceta,Dikarya
YGL162W,YPR006C,Saccharomyceta,Saccharomycetaceae
YGL162W,YPR148C,Saccharomyceta,Fungi
YGL166W,YHR053C,Saccharomycetaceae,Saccharomyces
YGL166W,YHR055C,Saccharomycetaceae,Saccharomyces
YGL166W,YJR104C,Saccharomycetaceae,Saccharomyces
YGL166W,YOR031W,Saccharomycetaceae,
YGL181W,YAL064CA,Saccharomyces,
YGL181W,YAL065C,Saccharomyces,Saccharomyces
YGL181W,YAL067C,Saccharomyces,Saccharomyceta
YGL181W,YAL068C,Saccharomyces,Saccharomycetaceae
YGL181W,YDR223W,Saccharomyces,Saccharomyces
YGL181W,YDR282C,Saccharomyces,Saccharomyceta
YGL181W,YEL072W,Saccharomyces,Saccharomyces
YGL181W,YEL073C,Saccharomyces,Saccharomyces
YGL181W,YER138C,Saccharomyces,
YGL181W,YFL011W,Saccharomyces,Saccharomyceta
YGL181W,YFL052W,Saccharomyces,Saccharomyces
YGL181W,YFR039C,Saccharomyces,Saccharomycetaceae
YGL181W,YFR040W,Saccharomyces,Eukaryota
YGL181W,YGR027C,Saccharomyces,Dikarya
YGL181W,YGR027WA,Saccharomyces,
YGL181W,YGR027WB,Saccharomyces,
YGL181W,YKL004W,Saccharomyces,Fungi
YGL181W,YKL005C,Saccharomyces,> Eukaryota
YGL181W,YKL219W,Saccharomyces,Saccharomyces
YGL181W,YKL220C,Saccharomyces,Saccharomyces
YGL181W,YNL167C,Saccharomyces,Saccharomyceta
YGL181W,YOL041C,Saccharomyces,Saccharomyceta
YGL181W,YPR049C,Saccharomyces,Eukaryota
YGL181W,YPR051W,Saccharomyces,Eukaryota
YGL209W,YAR009C,Fungi,
YGL209W,YBR019C,Fungi,Saccharomycetaceae
YGL209W,YBR020W,Fungi,Fungi
YGL209W,YBR050C,Fungi,Saccharomyces
YGL209W,YBR101C,Fungi,Saccharomyces
YGL209W,YBR126C,Fungi,Fungi
YGL209W,YBR275C,Fungi,Ascomycota
YGL209W,YDL092W,Fungi,Fungi
YGL209W,YDL094C,Fungi,Saccharomyces
YGL209W,YDL245C,Fungi,Saccharomyces
YGL209W,YDR009W,Fungi,Fungi
YGL209W,YDR040C,Fungi,Saccharomyces
YGL209W,YDR078C,Fungi,Saccharomyceta
YGL209W,YDR079W,Fungi,Saccharomyceta
YGL209W,YDR146C,Fungi,Fungi
YGL209W,YDR317W,Fungi,Saccharomycetaceae
YGL209W,YDR343C,Fungi,Saccharomycetaceae
YGL209W,YDR345C,Fungi,Saccharomyceta
YGL209W,YDR516C,Fungi,Ascomycota
YGL209W,YEL069C,Fungi,Saccharomyces
YGL209W,YEL070W,Fungi,Saccharomyces
YGL209W,YER134C,Fungi,Ascomycota
YGL209W,YFL054C,Fungi,Ascomycota
YGL209W,YGL035C,Fungi,Fungi
YGL209W,YHR043C,Fungi,Ascomycota
YGL209W,YHR092C,Fungi,Saccharomycetaceae
YGL209W,YHR094C,Fungi,Saccharomyceta
YGL209W,YIL115C,Fungi,Saccharomycetaceae
YGL209W,YIL162W,Fungi,Saccharomyces
YGL209W,YJR010CA,Fungi,
YGL209W,YJR158W,Fungi,Saccharomyces
YGL209W,YKL109W,Fungi,Saccharomyces
YGL209W,YKR075C,Fungi,Saccharomycetaceae
YGL209W,YLL043W,Fungi,Ascomycota
YGL209W,YLR042C,Fungi,Saccharomyces
YGL209W,YLR044C,Fungi,Ascomycota
YGL209W,YLR377C,Fungi,Saccharomyceta
YGL209W,YML072C,Fungi,Eukaryota
YGL209W,YMR011W,Fungi,Saccharomyceta
YGL209W,YMR098C,Fungi,> Eukaryota
YGL209W,YMR280C,Fungi,Ascomycota
YGL209W,YMR283C,Fungi,Ascomycota
YGL209W,YNL136W,Fungi,Saccharomyceta
YGL209W,YNL137C,Fungi,Saccharomyceta
YGL209W,YOL023W,Fungi,Saccharomycetaceae
YGL209W,YOL083W,Fungi,Saccharomyces
YGL209W,YPL043W,Fungi,Eukaryota
YGL209W,YPL248C,Fungi,Ascomycota
YGL254W,YAL022C,Saccharomycetaceae,Ascomycota
YGL254W,YCL039W,Saccharomycetaceae,Ascomycota
YGL254W,YCL041C,Saccharomycetaceae,Saccharomyces
YGL254W,YCL043C,Saccharomycetaceae,Ascomycota
YGL254W,YDL206W,Saccharomycetaceae,Opisthokonta
YGL254W,YDR179C,Saccharomycetaceae,Ascomycota
YGL254W,YDR179WA,Saccharomycetaceae,
YGL254W,YDR526C,Saccharomycetaceae,Saccharomyces
YGL254W,YDR528W,Saccharomycetaceae,Saccharomycetaceae
YGL254W,YEL030W,Saccharomycetaceae,Saccharomyces
YGL254W,YGR271CA,Saccharomycetaceae,
YGL254W,YIL002WA,Saccharomycetaceae,
YGL254W,YJR044C,Saccharomycetaceae,Eukaryota
YGL254W,YKL189W,Saccharomycetaceae,Eukaryota
YGL254W,YMR238W,Saccharomycetaceae,Ascomycota
YGL254W,YOR138C,Saccharomycetaceae,Saccharomycetaceae
YGL254W,YOR140W,Saccharomycetaceae,Ascomycota
YGL254W,YPL018W,Saccharomycetaceae,Saccharomyces
YGL254W,YPL019C,Saccharomycetaceae,Saccharomyces
YGL254W,YPL034W,Saccharomycetaceae,Ascomycota
YGL254W,YPL092W,Saccharomycetaceae,Saccharomyces
YGL254W,YPL123C,Saccharomycetaceae,Fungi
YGR044C,YAL004W,> Eukaryota,Saccharomyces
YGR044C,YBR216C,> Eukaryota,Saccharomyceta
YGR044C,YBR217W,> Eukaryota,Saccharomyceta
YGR044C,YCR018C,> Eukaryota,Saccharomyces
YGR044C,YDL184C,> Eukaryota,Saccharomycetaceae
YGR044C,YDR472W,> Eukaryota,> Eukaryota
YGR044C,YEL012W,> Eukaryota,Eukaryota
YGR044C,YER078C,> Eukaryota,Eukaryota
YGR044C,YER078WA,> Eukaryota,
YGR044C,YER079W,> Eukaryota,Eukaryota
YGR044C,YFL034CA,> Eukaryota,
YGR044C,YFL034W,> Eukaryota,> Eukaryota
YGR044C,YFR017C,> Eukaryota,Eukaryota
YGR044C,YGL134W,> Eukaryota,Saccharomycetaceae
YGR044C,YGL135W,> Eukaryota,Ascomycota
YGR044C,YGL136C,> Eukaryota,> Eukaryota
YGR044C,YGL190C,> Eukaryota,Fungi
YGR044C,YHL034C,> Eukaryota,Saccharomycetaceae
YGR044C,YIL014CA,> Eukaryota,
YGR044C,YIL014W,> Eukaryota,Saccharomycetaceae
YGR044C,YIL158W,> Eukaryota,Saccharomycetaceae
YGR044C,YJL045W,> Eukaryota,Ascomycota
YGR044C,YJL148W,> Eukaryota,Saccharomycetaceae
YGR044C,YJL198W,> Eukaryota,Opisthokonta
YGR044C,YJL200C,> Eukaryota,Eukaryota
YGR044C,YJR094C,> Eukaryota,Ascomycota
YGR044C,YKL132C,> Eukaryota,Fungi
YGR044C,YLR027C,> Eukaryota,Saccharomycetaceae
YGR044C,YLR061W,> Eukaryota,> Eukaryota
YGR044C,YLR065C,> Eukaryota,> Eukaryota
YGR044C,YLR066W,> Eukaryota,> Eukaryota
YGR044C,YLR105C,> Eukaryota,Saccharomyceta
YGR044C,YLR367W,> Eukaryota,Ascomycota
YGR044C,YLR368W,> Eukaryota,Ascomycota
YGR044C,YML055W,> Eukaryota,Saccharomyceta
YGR044C,YML056C,> Eukaryota,Saccharomyceta
YGR044C,YML125C,> Eukaryota,Saccharomyceta
YGR044C,YMR013C,> Eukaryota,Saccharomyceta
YGR044C,YMR165C,> Eukaryota,Eukaryota
YGR044C,YNL032W,> Eukaryota,Ascomycota
YGR044C,YNL034W,> Eukaryota,Saccharomyces
YGR044C,YNL035C,> Eukaryota,Ascomycota
YGR044C,YOL154W,> Eukaryota,Saccharomyces
YGR044C,YOL155C,> Eukaryota,Saccharomyces
YGR044C,YOR138C,> Eukaryota,Saccharomycetaceae
YGR044C,YOR140W,> Eukaryota,Ascomycota
YGR044C,YOR236W,> Eukaryota,Ascomycota
YGR044C,YPL130W,> Eukaryota,Saccharomyces
YGR044C,YPL143W,> Eukaryota,Ascomycota
YGR044C,YPL198W,> Eukaryota,Ascomycota
YGR044C,YPL256C,> Eukaryota,Dikarya
YGR249W,YAL027W,Saccharomyces,Saccharomycetaceae
YGR249W,YAL037W,Saccharomyces,Saccharomycetaceae
YGR249W,YBL059W,Saccharomyces,Saccharomycetaceae
YGR249W,YBR041W,Saccharomyces,Eukaryota
YGR249W,YBR086C,Saccharomyces,Ascomycota
YGR249W,YBR087W,Saccharomyces,> Eukaryota
YGR249W,YBR167C,Saccharomyces,> Eukaryota
YGR249W,YBR168W,Saccharomyces,> Eukaryota
YGR249W,YCR105W,Saccharomyces,Ascomycota
YGR249W,YCR107W,Saccharomyces,Saccharomyces
YGR249W,YDR030C,Saccharomyces,Fungi
YGR249W,YDR031W,Saccharomyces,Fungi
YGR249W,YDR067C,Saccharomyces,Eukaryota
YGR249W,YDR068W,Saccharomyces,Eukaryota
YGR249W,YDR314C,Saccharomyces,Saccharomycetaceae
YGR249W,YDR370C,Saccharomyces,Dikarya
YGR249W,YDR371W,Saccharomyces,Dikarya
YGR249W,YDR393W,Saccharomyces,Saccharomycetaceae
YGR249W,YER007CA,Saccharomyces,
YGR249W,YER133W,Saccharomyces,Ascomycota
YGR249W,YGR024C,Saccharomyces,Saccharomycetaceae
YGR249W,YGR073C,Saccharomyces,Saccharomyces
YGR249W,YGR075C,Saccharomyces,Saccharomycetaceae
YGR249W,YGR168C,Saccharomyces,Eukaryota
YGR249W,YHR072W,Saccharomyces,> Eukaryota
YGR249W,YHR072WA,Saccharomyces,
YGR249W,YJL145W,Saccharomyces,Saccharomycetaceae
YGR249W,YJR007W,Saccharomyces,Saccharomycetaceae
YGR249W,YJR054W,Saccharomyces,Ascomycota
YGR249W,YJR075W,Saccharomyces,Ascomycota
YGR249W,YJR088C,Saccharomyces,Eukaryota
YGR249W,YJR089W,Saccharomyces,Eukaryota
YGR249W,YKL039W,Saccharomyces,Eukaryota
YGR249W,YKL040C,Saccharomyces,Saccharomycetaceae
YGR249W,YKL058W,Saccharomyces,Saccharomyceta
YGR249W,YKL059C,Saccharomyces,Saccharomyceta
YGR249W,YKL072W,Saccharomyces,Fungi
YGR249W,YKR087C,Saccharomyces,Saccharomyceta
YGR249W,YKR103W,Saccharomyces,Saccharomyces
YGR249W,YMR071C,Saccharomyces,Ascomycota
YGR249W,YMR072W,Saccharomyces,Saccharomycetaceae
YGR249W,YMR125W,Saccharomyces,Ascomycota
YGR249W,YMR134W,Saccharomyces,Ascomycota
YGR249W,YMR194W,Saccharomyces,Ascomycota
YGR249W,YMR257C,Saccharomyces,Fungi
YGR249W,YMR259C,Saccharomyces,Fungi
YGR249W,YNR055C,Saccharomyces,> Eukaryota
YGR249W,YOR030W,Saccharomyces,Saccharomycetaceae
YGR249W,YOR093C,Saccharomyces,Ascomycota
YGR249W,YOR094W,Saccharomyces,Fungi
YGR249W,YOR209C,Saccharomyces,Saccharomyceta
YGR249W,YOR210W,Saccharomyces,Saccharomyceta
YGR249W,YOR258W,Saccharomyces,Saccharomyceta
YGR249W,YOR280C,Saccharomyces,Eukaryota
YGR249W,YOR282W,Saccharomyces,Saccharomyces
YGR249W,YOR315W,Saccharomyces,Saccharomyceta
YGR249W,YPL070W,Saccharomyces,Ascomycota
YGR249W,YPL071C,Saccharomyces,Ascomycota
YGR249W,YPL073C,Saccharomyces,Saccharomyces
YGR249W,YPL122C,Saccharomyces,Fungi
YGR249W,YPR107C,Saccharomyces,Fungi
YGR249W,YPR108W,Saccharomyces,Fungi
YGR249W,YPR179C,Saccharomyces,Eukaryota
YGR249W,YPR180W,Saccharomyces,Fungi
YGR249W,YPR197C,Saccharomyces,Saccharomyces
YGR288W,YGR289C,Saccharomyces,Saccharomyces
YGR288W,YGR292W,Saccharomyces,Saccharomyces
YHL009C,YAR009C,Ascomycota,
YHL009C,YBL001C,Ascomycota,Ascomycota
YHL009C,YBR040W,Ascomycota,Eukaryota
YHL009C,YBR057C,Ascomycota,Eukaryota
YHL009C,YBR102C,Ascomycota,Saccharomyces
YHL009C,YBR103W,Ascomycota,Saccharomyces
YHL009C,YDL092W,Ascomycota,Fungi
YHL009C,YDL094C,Ascomycota,Saccharomyces
YHL009C,YDL161W,Ascomycota,Ascomycota
YHL009C,YDL164C,Ascomycota,Dikarya
YHL009C,YFR057W,Ascomycota,Saccharomyces
YHL009C,YGL047W,Ascomycota,> Eukaryota
YHL009C,YGL048C,Ascomycota,> Eukaryota
YHL009C,YHR178W,Ascomycota,Saccharomycetaceae
YHL009C,YJR044C,Ascomycota,Eukaryota
YHL009C,YKL009W,Ascomycota,> Eukaryota
YHL009C,YKL010C,Ascomycota,> Eukaryota
YHL009C,YLR207W,Ascomycota,Ascomycota
YHL009C,YMR193W,Ascomycota,Dikarya
YHL009C,YNL145W,Ascomycota,Saccharomycetaceae
YHL009C,YNL146CA,Ascomycota,
YHL009C,YNR054C,Ascomycota,> Eukaryota
YHL027W,YAL004W,Ascomycota,Saccharomyces
YHL027W,YAL063C,Ascomycota,Saccharomycetaceae
YHL027W,YAR050W,Ascomycota,Saccharomycetaceae
YHL027W,YBL029W,Ascomycota,Ascomycota
YHL027W,YBR072W,Ascomycota,Saccharomycetaceae
YHL027W,YCR018CA,Ascomycota,
YHL027W,YCR019W,Ascomycota,Eukaryota
YHL027W,YCR021C,Ascomycota,Saccharomycetaceae
YHL027W,YCR063W,Ascomycota,Dikarya
YHL027W,YCR107W,Ascomycota,Saccharomyces
YHL027W,YDL214C,Ascomycota,Fungi
YHL027W,YDL245C,Ascomycota,Saccharomyces
YHL027W,YDL246C,Ascomycota,Saccharomyces
YHL027W,YDR084C,Ascomycota,Saccharomyceta
YHL027W,YDR089W,Ascomycota,Saccharomycetaceae
YHL027W,YDR129C,Ascomycota,Saccharomyceta
YHL027W,YDR133C,Ascomycota,Saccharomyces
YHL027W,YDR134C,Ascomycota,
YHL027W,YDR278C,Ascomycota,Saccharomyces
YHL027W,YDR279W,Ascomycota,Saccharomyceta
YHL027W,YDR282C,Ascomycota,Saccharomyceta
YHL027W,YDR284C,Ascomycota,Saccharomyceta
YHL027W,YDR285W,Ascomycota,Saccharomyceta
YHL027W,YDR343C,Ascomycota,Saccharomycetaceae
YHL027W,YDR402C,Ascomycota,Fungi
YHL027W,YDR403W,Ascomycota,Fungi
YHL027W,YDR441C,Ascomycota,Saccharomyces
YHL027W,YDR442W,Ascomycota,Saccharomyces
YHL027W,YDR473C,Ascomycota,> Eukaryota
YHL027W,YEL070W,Ascomycota,Saccharomyces
YHL027W,YER045C,Ascomycota,Saccharomyceta
YHL027W,YFR044C,Ascomycota,Ascomycota
YHL027W,YFR045W,Ascomycota,Ascomycota
YHL027W,YGL001C,Ascomycota,Ascomycota
YHL027W,YGR249W,Ascomycota,Saccharomyces
YHL027W,YHR088W,Ascomycota,> Eukaryota
YHL027W,YIL072W,Ascomycota,Dikarya
YHL027W,YIL099W,Ascomycota,Saccharomyces
YHL027W,YIL119C,Ascomycota,Saccharomyceta
YHL027W,YIL170W,Ascomycota,
YHL027W,YIL171W,Ascomycota,
YHL027W,YIL172C,Ascomycota,Saccharomyces
YHL027W,YIR020C,Ascomycota,Saccharomyces
YHL027W,YJL106W,Ascomycota,> Eukaryota
YHL027W,YJL203W,Ascomycota,Eukaryota
YHL027W,YJL204C,Ascomycota,Eukaryota
YHL027W,YJL219W,Ascomycota,Saccharomyceta
YHL027W,YJL221C,Ascomycota,Eukaryota
YHL027W,YJR011C,Ascomycota,Fungi
YHL027W,YJR094C,Ascomycota,Ascomycota
YHL027W,YJR158W,Ascomycota,Saccharomyces
YHL027W,YKR040C,Ascomycota,Saccharomyces
YHL027W,YKR042W,Ascomycota,Ascomycota
YHL027W,YLL011W,Ascomycota,Eukaryota
YHL027W,YLR011W,Ascomycota,Dikarya
YHL027W,YLR047C,Ascomycota,Saccharomyceta
YHL027W,YLR048W,Ascomycota,Ascomycota
YHL027W,YLR121C,Ascomycota,Saccharomyceta
YHL027W,YLR413W,Ascomycota,Saccharomycetaceae
YHL027W,YML116W,Ascomycota,Saccharomycetaceae
YHL027W,YMR017W,Ascomycota,Saccharomyces
YHL027W,YMR135C,Ascomycota,Ascomycota
YHL027W,YMR136W,Ascomycota,Ascomycota
YHL027W,YMR171C,Ascomycota,Fungi
YHL027W,YMR172CA,Ascomycota,
YHL027W,YMR172W,Ascomycota,Saccharomycetaceae
YHL027W,YMR173W,Ascomycota,Saccharomycetaceae
YHL027W,YMR173WA,Ascomycota,
YHL027W,YMR258C,Ascomycota,Fungi
YHL027W,YMR319C,Ascomycota,Ascomycota
YHL027W,YNL087W,Ascomycota,Eukaryota
YHL027W,YNL265C,Ascomycota,> Eukaryota
YHL027W,YNL285W,Ascomycota,Saccharomyces
YHL027W,YNR060W,Ascomycota,Saccharomyces
YHL027W,YOL115W,Ascomycota,Eukaryota
YHL027W,YOL156W,Ascomycota,Saccharomyceta
YHL027W,YOL157C,Ascomycota,Saccharomyces
YHL027W,YOR306C,Ascomycota,Ascomycota
YHL027W,YPL188W,Ascomycota,Fungi
YHL027W,YPL241C,Ascomycota,Ascomycota
YHL027W,YPR065W,Ascomycota,Eukaryota
YHL027W,YPR109W,Ascomycota,Fungi
YHR006W,YBR040W,Saccharomyceta,Eukaryota
YHR006W,YBR068C,Saccharomyceta,Saccharomyceta
YHR006W,YCR039C,Saccharomyceta,Saccharomyceta
YHR006W,YCR040W,Saccharomyceta,Saccharomycetaceae
YHR006W,YCR041W,Saccharomyceta,Saccharomyces
YHR006W,YDR048C,Saccharomyceta,Saccharomyces
YHR006W,YDR101C,Saccharomyceta,Eukaryota
YHR006W,YDR102C,Saccharomyceta,Saccharomyces
YHR006W,YDR103W,Saccharomyceta,Eukaryota
YHR006W,YFL002WA,Saccharomyceta,
YHR006W,YFL002WB,Saccharomyceta,
YHR006W,YFL003C,Saccharomyceta,Saccharomycetaceae
YHR006W,YFL017C,Saccharomyceta,Eukaryota
YHR006W,YLR374C,Saccharomyceta,Saccharomyces
YHR084W,YAL028W,Fungi,Saccharomycetaceae
YHR084W,YAL029C,Fungi,Saccharomycetaceae
YHR084W,YAL039C,Fungi,Eukaryota
YHR084W,YAR009C,Fungi,
YHR084W,YAR010C,Fungi,
YHR084W,YAR014C,Fungi,Ascomycota
YHR084W,YAR015W,Fungi,Ascomycota
YHR084W,YAR020C,Fungi,Saccharomycetaceae
YHR084W,YAR027W,Fungi,Saccharomycetaceae
YHR084W,YBL004W,Fungi,Saccharomycetaceae
YHR084W,YBL015W,Fungi,Dikarya
YHR084W,YBL016W,Fungi,Dikarya
YHR084W,YBL017C,Fungi,Eukaryota
YHR084W,YBL060W,Fungi,Saccharomycetaceae
YHR084W,YBL061C,Fungi,Saccharomycetaceae
YHR084W,YBR007C,Fungi,Saccharomyceta
YHR084W,YBR023C,Fungi,Ascomycota
YHR084W,YBR024W,Fungi,Eukaryota
YHR084W,YBR040W,Fungi,Eukaryota
YHR084W,YBR060C,Fungi,Fungi
YHR084W,YBR066C,Fungi,Fungi
YHR084W,YBR082C,Fungi,Opisthokonta
YHR084W,YBR083W,Fungi,Opisthokonta
YHR084W,YBR084W,Fungi,Ascomycota
YHR084W,YBR156C,Fungi,Saccharomyceta
YHR084W,YBR158W,Fungi,Saccharomyceta
YHR084W,YBR200W,Fungi,Saccharomyceta
YHR084W,YCL026CA,Fungi,
YHR084W,YCL027W,Fungi,Dikarya
YHR084W,YCL055W,Fungi,Saccharomyceta
YHR084W,YCL056C,Fungi,Saccharomyces
YHR084W,YCR017C,Fungi,Eukaryota
YHR084W,YCR018C,Fungi,Saccharomyces
YHR084W,YCR018CA,Fungi,
YHR084W,YCR019W,Fungi,Eukaryota
YHR084W,YCR023C,Fungi,Saccharomycetaceae
YHR084W,YCR027C,Fungi,Fungi
YHR084W,YCR089W,Fungi,Saccharomyceta
YHR084W,YDL127W,Fungi,Fungi
YHR084W,YDL128W,Fungi,Eukaryota
YHR084W,YDL135C,Fungi,> Eukaryota
YHR084W,YDL240W,Fungi,Saccharomyces
YHR084W,YDR034CA,Fungi,
YHR084W,YDR085C,Fungi,Saccharomycetaceae
YHR084W,YDR086C,Fungi,Saccharomycetaceae
YHR084W,YDR098C,Fungi,Eukaryota
YHR084W,YDR144C,Fungi,Saccharomyceta
YHR084W,YDR145W,Fungi,Saccharomyceta
YHR084W,YDR146C,Fungi,Fungi
YHR084W,YDR147W,Fungi,Fungi
YHR084W,YDR169C,Fungi,Eukaryota
YHR084W,YDR171W,Fungi,Saccharomycetaceae
YHR084W,YDR210WD,Fungi,
YHR084W,YDR240C,Fungi,Ascomycota
YHR084W,YDR249C,Fungi,Fungi
YHR084W,YDR250C,Fungi,Saccharomyces
YHR084W,YDR251W,Fungi,Ascomycota
YHR084W,YDR281C,Fungi,Saccharomyces
YHR084W,YDR309C,Fungi,Saccharomycetaceae
YHR084W,YDR310C,Fungi,Saccharomycetaceae
YHR084W,YDR311W,Fungi,Saccharomycetaceae
YHR084W,YDR312W,Fungi,> Eukaryota
YHR084W,YDR316WA,Fungi,
YHR084W,YDR316WB,Fungi,
YHR084W,YDR378C,Fungi,Ascomycota
YHR084W,YDR379W,Fungi,Fungi
YHR084W,YDR461W,Fungi,Saccharomycetaceae
YHR084W,YDR506C,Fungi,Fungi
YHR084W,YDR530C,Fungi,Fungi
YHR084W,YDR531W,Fungi,Fungi
YHR084W,YDR533C,Fungi,Fungi
YHR084W,YEL040W,Fungi,Ascomycota
YHR084W,YER044CA,Fungi,
YHR084W,YER064C,Fungi,Saccharomyceta
YHR084W,YER094C,Fungi,Saccharomyces
YHR084W,YER095W,Fungi,Saccharomycetaceae
YHR084W,YER118C,Fungi,Ascomycota
YHR084W,YER120W,Fungi,> Eukaryota
YHR084W,YER136W,Fungi,Ascomycota
YHR084W,YER138C,Fungi,
YHR084W,YER155C,Fungi,Saccharomyces
YHR084W,YER159CA,Fungi,
YHR084W,YER160C,Fungi,
YHR084W,YER184C,Fungi,Saccharomyces
YHR084W,YER185W,Fungi,Saccharomyces
YHR084W,YER188W,Fungi,Saccharomyces
YHR084W,YFL020C,Fungi,Saccharomycetaceae
YHR084W,YFL025C,Fungi,> Eukaryota
YHR084W,YFL026W,Fungi,> Eukaryota
YHR084W,YFL027C,Fungi,> Eukaryota
YHR084W,YFL039C,Fungi,Saccharomyceta
YHR084W,YGL028C,Fungi,Ascomycota
YHR084W,YGL032C,Fungi,Ascomycota
YHR084W,YGL050W,Fungi,Saccharomycetaceae
YHR084W,YGL062W,Fungi,Dikarya
YHR084W,YGL089C,Fungi,Saccharomycetaceae
YHR084W,YGL097W,Fungi,> Eukaryota
YHR084W,YGL116W,Fungi,Fungi
YHR084W,YGL158W,Fungi,Saccharomycetaceae
YHR084W,YGL162W,Fungi,Saccharomyceta
YHR084W,YGL163C,Fungi,Dikarya
YHR084W,YGR013W,Fungi,Eukaryota
YHR084W,YGR014W,Fungi,Ascomycota
YHR084W,YGR032W,Fungi,Saccharomyceta
YHR084W,YGR038CA,Fungi,
YHR084W,YGR038CB,Fungi,
YHR084W,YGR107W,Fungi,Saccharomyces
YHR084W,YGR189C,Fungi,Saccharomyceta
YHR084W,YGR221C,Fungi,Saccharomycetaceae
YHR084W,YGR233C,Fungi,Eukaryota
YHR084W,YHR005C,Fungi,Eukaryota
YHR084W,YHR060W,Fungi,Eukaryota
YHR084W,YHR082C,Fungi,Fungi
YHR084W,YHR083W,Fungi,Fungi
YHR084W,YHR086W,Fungi,Eukaryota
YHR084W,YHR141C,Fungi,Ascomycota
YHR084W,YHR142W,Fungi,Ascomycota
YHR084W,YHR151C,Fungi,Ascomycota
YHR084W,YHR152W,Fungi,Saccharomyces
YHR084W,YHR205W,Fungi,Eukaryota
YHR084W,YHR212C,Fungi,Saccharomyces
YHR084W,YHR214W,Fungi,Saccharomyces
YHR084W,YHR214WA,Fungi,
YHR084W,YIL014W,Fungi,Saccharomycetaceae
YHR084W,YIL015CA,Fungi,
YHR084W,YIL015W,Fungi,Saccharomyceta
YHR084W,YIL036W,Fungi,Saccharomyceta
YHR084W,YIL037C,Fungi,Ascomycota
YHR084W,YIL082W,Fungi,Ascomycota
