From	To
D2XZ38	Scgb2b3
D3YTK6	Sirt3
D3YTN4	Gimap4
D3YTP3	Mtx3
D3YTQ3	Hnrnpdl
D3YTT4	Acad8
D3YTV3	Dhx34
D3YTW8	Vmn1r258
D3YTX4	Vmn1r124
D3YTX5	Vmn1r259
D3YTY1	Vmn1r107
D3YU32	Tex13c1
D3YU55	Tas2r122
D3YU56	Lemd3
D3YUA3	Pfkp
D3YUD3	Inpp4a
D3YUD8	Gm9774
D3YUE4	Fam151b
D3YUI0	Vmn2r24
D3YUJ6	Gm3183
D3YUK6	Vmn2r27
D3YUP0	Vps8
D3YUR7	Loxhd1
D3YUT2	Alpk3
D3YUT3	Rps19
D3YUT9	Gm42674
D3YUU5	Lce1j
D3YUU6	Crnn
D3YV13	Dtx3
D3YV46	Prss36
D3YV89	Mmp27
D3YV94	Lce6a
D3YVE8	Slc35g2
D3YVF0	Akap5
D3YVJ1	Gm5901
D3YVL0	Mov10
D3YVM5	Rplp0
D3YVS6	Mpig6b
D3YVV6	Hs3st4
D3YVV7	Nova2
D3YW42	Ccdc9
D3YW96	Spsb3
D3YWA5	Kxd1
D3YWD3	Tmem245
D3YWE3	Vmn2r84
D3YWE6	Mn1
D3YWG8	Mov10l1
D3YWJ0	Nuggc
D3YWL8	Gm6358
D3YWQ9	Tmem196
D3YWS8	Leng8
D3YWX3	Pate13
D3YWX5	Prr23a2
D3YX18	Gm7735
D3YX25	Pate12
D3YX67	1700017N19Rik
D3YX91	Pramel41
D3YXA5	Rgs12
D3YXF5	C7
D3YXG0	Hmcn1
D3YXG1	Selenov
D3YXI6	Kmt5a
D3YXJ0	Dgkh
D3YXJ5	Lratd2
D3YXJ9	Cldn24
D3YXK0	Jakmip2
D3YXK1	Samd1
D3YXK2	Safb
D3YXM8	Map3k10
D3YXQ5	Atp8b2
D3YXV9	Ap3m1
D3YY20	Mamdc4
D3YY23	Lonrf1
D3YY49	Lipo2
D3YY82	Tepp
D3YY91	Lrr1
D3YYC3	Setdb1
D3YYC9	Disc1
D3YYI7	Rnf217
D3YYJ7	Mptx2
D3YYK3	Card6
D3YYM0	Ovol3
D3YYM4	Wdr72
D3YYN1	Naa60
D3YYQ8	Dnah10
D3YYT1	Glyr1
D3YYU8	Obsl1
D3YYY8	Arhgef26
D3YYZ0	Cyp3a57
D3YYZ3	Pira13
D3YZ90	Snx29
D3YZG3	Vmn1r240
D3YZG8	Mthfd2l
D3YZK4	Taf1
D3YZP9	Ccdc6
D3YZR2	Nrg2
D3YZT0	Rpl9
D3YZV2	Kcnc3
D3YZV8	Ccdc8
D3YZW1	Srgap1
D3YZZ3	Mtarc1
D3YZZ5	Tmed7
D3Z077	Pgbd5
D3Z0K6	Rsbn1l
D3Z0M6	Dync1i1
D3Z0M9	Ddx23
D3Z0P8	Tmem200b
D3Z0R2	Ppp1r36
D3Z0U0	Ston1
D3Z0U1	Mfap5
D3Z0V1	Mro
D3Z0V7	Tsc22d1
D3Z0W0	Arid5a
D3Z0W3	Zfp648
D3Z0W7	Gm4871
D3Z0X5	Phldb1
D3Z120	Foxi3
D3Z183	Mfsd6
D3Z1A5	Adamts6
D3Z1D3	CEFIP
D3Z1D7	Gprin2
D3Z1I4	Gm10717
D3Z1I5	Gm10720
D3Z1I6	Gm10719
D3Z1I7	Gm10718
D3Z1I8	Gm10717
D3Z1J2	Ccdc112
D3Z1M2	Agbl1
D3Z1M9	Btg3
D3Z1N9	Rpl29
D3Z1P8	4930467E23Rik
D3Z1P9	Pate2
D3Z1Q2	Mrap2
D3Z1T2	2310009B15Rik
D3Z1V5	Prh1
D3Z1V9	Defa28
D3Z1Y9	Prpf40b
D3Z1Z1	Spg7
D3Z286	Tmppe
D3Z291	Calhm1
D3Z2H9	Tpm3-rs7
D3Z2K1	Tmem116
D3Z2N8	Deup1
D3Z2U0	Fam47e
D3Z2W7	Cyp3a59
D3Z313	Cbx3
D3Z325	Tnfaip8
D3Z357	Nsd3
D3Z3A8	Myo9a
D3Z3C1	Faim
D3Z3C6	Zfand4
D3Z3I0	Cdc20b
D3Z3K2	Ccnb1ip1
D3Z3L3	Trim12c
D3Z3N1	Ino80c
D3Z3N4	Hnrnph3
D3Z3Q3	Smtn
D3Z3Y7	Plekha4
D3Z420	Fam186b
D3Z423	Rnf212b
D3Z430	2410004P03Rik
D3Z447	Tmem156
D3Z460	Gm1330
D3Z496	Gm10800
D3Z497	Gm7075
D3Z499	Mdga1
D3Z4E0	Il4i1
D3Z4H5	Gm10153
D3Z4I0	Pigg
D3Z4I3	Rbm24
D3Z4K0	Ankrd36
D3Z4M1	Ccdc170
D3Z4N8	Vmn2r72
D3Z4P7	Clk2
D3Z4R1	Hfm1
D3Z4R4	Nkx6-2
D3Z4S3	Ptrhd1
D3Z4T0	Il17rb
D3Z4T9	Zranb2
D3Z558	Dgcr6
D3Z597	Fkbp8
D3Z5G7	Ces1b
D3Z5K8	Shank2
D3Z5L9	Ccn6
D3Z5N8	Plekhg2
D3Z5S8	Tent5a
D3Z5T1	Ccdc78
D3Z5T3	Gm9507
D3Z5T8	4930407I10Rik
D3Z5W0	Atp6ap1l
D3Z623	9330159F19Rik
D3Z660	Serpina16
D3Z667	Dnah2
D3Z690	Izumo4
D3Z6D5	Fez2
D3Z6E3	Chst13
D3Z6F0	Ifit1bl1
D3Z6H8	Amd2
D3Z6L3	Vmn2r49
D3Z6M5	Mef2a
D3Z6M7	Sult2a4
D3Z6P0	Pdia2
D3Z6P9	Ddx43
D3Z6Q3	Foxp1
D3Z6Q6	Gm21981
D3Z6Q9	Bin2
D3Z6S9	Erich6
D3Z6V6	Enpp7
D3Z6W3	Rdh8
D3Z714	Gm10061
D3Z720	Irgc1
D3Z724	Gm5965
D3Z741	4930444G20Rik
D3Z748	Ugt1a8
D3Z750	Mroh2a
D3Z752	Spx
D3Z768	Mamld1
D3Z7A9	Lilra5
D3Z7B5	Cip2a
D3Z7D3	Dip2a
D3Z7F5	Nlrp9a
D3Z7F6	Cyp2t4
D3Z7H4	Gsg1l
D3Z7H8	Cilp2
D3Z7M3	Vmn2r73
D3Z7P6	Txndc16
D4AFX7	Dnajc13
D4PHA7	Wscd2
D4QGC2	Maml3
D5G1T0	Ankrd33
D6Q0F7	Dync1i2
D6RCJ1	Gnpda2
D6RCX0	Smim20
D6RD02	Ccdc7b
D6RD08	Cmc2
D6REG7	Ccdc81
D6REI4	L3mbtl4
D6RFA1	Brd8dc
D6RFE3	Mfsd13a
D6RFQ2	Gm42957
D6RFS9	Gm21983
D6RFU0	Myo5a
D6RFV9	Cfap69
D6RG94	Cdh8
D6RG95	Ythdc1
D6RG96	Slc48a1
D6RGL6	Ptgr2
D6RGR7	Ncaph2
D6RGT8	Slc18b1
D6RH34	Lpin2
D6RH70	1700109H08Rik
D6RH74	D3Ertd751e
D6RHA8	AI413582
D6RHB8	Ppat
D6RHL3	Dusp13
D6RHT2	Limch1
D6RI15	Il16
D6RI33	Iqck
D6RI57	Tvp23a
D6RIK1	Mtmr11
D6RIK4	Eme2
D6RIL7	Prdm15
D6RIP7	Serf2
D6RJ10	Cfap46
D6RJ61	Flywch2
D6RJ70	Kyat3
D6RJ82	Zfp938
D6RJJ7	Usp21
E0CX85	Vps51
E0CXA2	Cmtm1
E0CXJ0	Slco6d1
E0CXJ2	Bscl2
E0CXJ5	Kctd18
E0CXK2	Cacna1i
E0CXK4	Kif6
E0CXM8	Gm43720
E0CXP0	Lypd1
E0CXS4	Grip2
E0CXU1	Tle3
E0CY31	Zfp949
E0CY59	Snapc3
E0CY69	Tcf19
E0CY79	Gfm2
E0CYC5	Mroh1
E0CYH0	Wtap
E0CYH7	Filip1l
E0CYJ0	Mob4
E0CYM8	Sirpa
E0CYQ0	Kctd17
E0CYV0	Pcmt1
E0CYW1	Ubl5
E0CYY3	Ankmy1
E0CZ16	Klhl3
E0CZ27	H3f3a
E0CZ38	Gm45062
E0CZ58	Prg4
E0CZ78	Ppp3cb
E0CZA7	Plekhg4
E1AZ71	Cngb1
E9PUA5	Kifc5b
E9PUB7	Msto1
E9PUD6	Zscan18
E9PUL5	Prrt2
E9PUN6	Adamts9
E9PUN7	Olfr600
E9PUS4	Zfp944
E9PUS9	Olfr779
E9PUT5	Vmn2r59
E9PUU5	Zfp839
E9PUW9	Vmn1r143
E9PUZ0	Apol11b
E9PUZ5	Pick1
E9PV04	Eif4a3l1
E9PV59	Inafm1
E9PV66	Myo18b
E9PV79	Olfr740
E9PV85	Amy2a1
E9PV95	Olfr619
E9PVA0	Olfr653
E9PVD1	Ccdc62
E9PVG0	Gm9008
E9PVG8	9530053A07Rik
E9PVL6	Trim30b
E9PVP9	Gm4884
E9PVR6	Vmn1r1
E9PVT6	Gm3286
E9PVU2	4931429L15Rik
E9PVW0	Mup8
E9PVW1	Zkscan7
E9PVZ2	Tmem273
E9PW10	Triml2
E9PW21	Vmn2r74
E9PW37	Rasal2
E9PW59	Olfr914
E9PW74	Gimd1
E9PW76	Gm8267
E9PWA8	Olfr564
E9PWD5	Vmn2r110
E9PWH1	Boll
E9PWI3	Mcc
E9PWI5	Olfr543
E9PWJ8	Gm5926
E9PWK2	Vmn1r224
E9PWL6	Vmn1r149
E9PWP1	Zfp599
E9PWP9	4931408C20Rik
E9PWQ2	Zfp268
E9PWQ3	Col6a3
E9PWS6	A630073D07Rik
E9PWW0	Vmn2r103
E9PWZ2	Scgb1b20
E9PX14	Ccdc152
E9PX34	Vmn2r120
E9PX37	Krtap27-1
E9PX47	Olfr544
E9PX85	Gm10037
E9PXB6	Sfta2
E9PXB8	Olfr1116
E9PXC1	Vmn2r55
E9PXC3	Cyp2c69
E9PXH6	Olfr747
E9PXI5	Vmn2r23
E9PXJ4	Zfp712
E9PXJ8	Vmn2r90
E9PXM2	1700003H04Rik
E9PXM3	Vmn1r177
E9PXM9	Fbxw24
E9PXN1	Prpmp5
E9PXN3	Olfr547
E9PXN7	Ugt1a10
E9PXX9	Slc28a1
E9PY03	Tstd1
E9PY60	Vmn1r77
E9PY61	Gpr179
E9PY62	Cntnap3
E9PY92	Vmn2r106
E9PYB3	Olfr592
E9PYC2	Dcpp2
E9PYD7	Kbtbd6
E9PYF5	Vmn2r17
E9PYI1	Znf568
E9PYK6	Olfr1410
E9PYL5	Vmn2r7
E9PYP1	Ces1a
E9PYP4	Olfr196
E9PYS0	Vmn2r108
E9PYW4	Rnf168
E9PYW5	Vmn1r174
E9PYY2	Olfr68
E9PYY9	Olfr65
E9PZ11	Zfp651
E9PZ56	Vmn2r98
E9PZ66	Olfr620
E9PZ87	Pappa2
E9PZA6	Vmn2r113
E9PZD6	1700024B05Rik
E9PZG0	Apol11a
E9PZH0	Tmem29
E9PZI3	Gm8369
E9PZK8	Vmn2r94
E9PZN0	Nfxl1
E9PZR7	Vmn1r91
E9PZS3	Tldc2
E9PZS9	Vmn2r101
E9PZU2	Olfr723
E9PZU5	Vmn2r96
E9PZX1	Dthd1
E9PZX4	Vmn2r87
E9PZZ6	Olfr1510
E9Q007	Hsd3b9
E9Q025	Vmn2r16
E9Q032	Gm3512
E9Q067	Vmn2r79
E9Q079	Smr2l
E9Q0A8	Krtap20-2
E9Q0B4	Cdr1
E9Q0E7	Vmn2r115
E9Q0G0	4932415D10Rik
E9Q0G7	Vmn2r83
E9Q0K5	Vmn2r63
E9Q0M3	Vmn2r-ps158
E9Q0N2	Ptprh
E9Q0Q2	Olfr424
E9Q0V3	Vmn1r68
E9Q0X2	Apold1
E9Q0Y7	Olfr419
E9Q0Z1	Olfr750
E9Q107	Vmn2r3
E9Q180	Exoc3l2
E9Q192	Cxcl17
E9Q1A6	Erich2
E9Q1C1	Vmn2r118
E9Q1C8	2610044O15Rik8
E9Q1L0	Vmn2r80
E9Q1L6	Olfr248
E9Q1L8	Zfp493
E9Q1M3	Gm3250
E9Q1P0	Olfr739
E9Q1Y9	Krt83
E9Q1Z0	Krt90
E9Q1Z2	Enthd1
E9Q202	Lrp1b
E9Q226	Ccnyl1
E9Q235	Vmn1r88
E9Q236	Abcc4
E9Q252	Olfr655
E9Q264	Myh15
E9Q277	Vmn2r4
E9Q280	Vmn2r18
E9Q281	Vmn2r114
E9Q2B9	Olfr466
E9Q2E9	Krtap11-1
E9Q2H5	Gm3233
E9Q2J5	Vmn2r104
E9Q2N4	Vmn1r184
E9Q2S4	Pramel11
E9Q2S6	Zfp780b
E9Q2S7	Zfp266
E9Q2U5	Vmn2r91
E9Q2V5	Trappc14
E9Q2W8	Borcs5
E9Q2Y0	Eid2b
E9Q328	5430401F13Rik
E9Q346	Vmn1r160
E9Q365	Vmn1r101
E9Q368	Tarbp1
E9Q373	Vmn1r238
E9Q382	Olfr623
E9Q3A5	Vmn2r105
E9Q3A7	Cdh19
E9Q3F5	Vmn2r76
E9Q3F7	Peg10
E9Q3H4	Susd1
E9Q3K0	Gm6588
E9Q3K4	Smim10l1
E9Q3M7	A530032D15Rik
E9Q3S4	Map3k19
E9Q407	Olfr571
E9Q438	Olfr749
E9Q4G0	Olfr420
E9Q4H3	Vmn1r119
E9Q4J3	Olfr373
E9Q4U5	Vmn2r56
E9Q4V7	Pate7
E9Q4X4	Vmn2r11
E9Q4X7	Olfr609
E9Q518	Olfr520
E9Q519	Olfr521
E9Q542	Olfr549
E9Q544	Olfr550
E9Q545	Olfr552
E9Q546	Olfr554
E9Q547	Olfr555
E9Q549	Olfr556
E9Q550	Olfr557
E9Q564	Olfr608
E9Q598	Olfr610
E9Q5A6	Nr1h5
E9Q5C7	Vmn2r41
E9Q5D8	Vmn2r48
E9Q5G9	Olfr1354
E9Q5K2	Gm17728
E9Q5L8	Glyatl3
E9Q5N9	Zfp395
E9Q5P8	Olfr414
E9Q5W2	Spata31d1d
E9Q5Z5	Fancf
E9Q5Z6	Adh6a
E9Q637	Gm15319
E9Q649	Gcnt4
E9Q6A2	Serpine3
E9Q6B2	Ccdc85c
E9Q6G4	Abca7
E9Q6I0	Vmn2r116
E9Q6L7	Gsta5
E9Q6M3	Zfp995
E9Q6X9	Arhgap40
E9Q6Z5	Aunip
E9Q6Z7	Olfr902
E9Q716	Olfr913
E9Q725	Olfr715b
E9Q759	Vmn2r14
E9Q7C5	Olfr69
E9Q7E7	Olfr427
E9Q7L1	Urb2
E9Q7L5	Maml2
E9Q7M8	Gm5796
E9Q7N9	Dnah11
E9Q7P5	Olfr640
E9Q7S8	Vmn2r22
E9Q7T3	Gm10719
E9Q7U0	Kcnmb3
E9Q7U8	Vmn2r35
E9Q7W1	Olfr177
E9Q816	Cyp2w1
E9Q827	Arpp19
E9Q840	Olfr746
E9Q843	Olfr891
E9Q848	Olfr370
E9Q876	Abca12
E9Q8B5	Cfhr4
E9Q8F6	Olfr172
E9Q8I6	Vmn1r55
E9Q8J5	Gm597
E9Q8L6	Vmn1r139
E9Q8M1	Zfp358
E9Q8M2	Olfr432
E9Q8M3	Olfr730
E9Q8T7	Dnah1
E9Q8V1	Lce3d
E9Q8X1	Olfr1406
E9Q8X3	Olfr726
E9Q8Z1	Gm6583
E9Q942	Smim13
E9Q985	Olfr978
E9Q9A6	Il20rb
E9Q9A9	Oas2
E9Q9G1	Nudt16l2
E9Q9H8	Tm4sf19
E9Q9M4	1110065P20Rik
E9Q9M9	Klhdc7b
E9Q9N3	Vmn1r152
E9Q9T3	Olfr178
E9Q9U2	Speer2
E9Q9U8	Ccdc74a
E9Q9W4	Slc27a6
E9Q9Z0	Olfr748
E9QA28	Ceacam16
E9QA35	Spata31d1a
E9QA51	Gm14399
E9QA57	Spata31d1b
E9QA62	Lmod3
E9QA79	Mup7
E9QA94	Vmn1r129
E9QAA8	Gm4841
E9QAB6	Ptar1
E9QAF1	Spata31d1c
E9QAF4	Phldb3
E9QAS7	Inpp5a
E9QAT7	Olfr173
E9QAV2	Gm17359
E9QAW0	Zfp213
E9QAZ9	Vmn2r100
E9QL13	Rbm14
E9QMU1	Kif7
E9QN69	Pcnx4
E9QP50	BC016579
F2Z472	Svs3a
F2Z474	Gm12169
F2Z493	Magea4
F6Q288	Serinc4
F6Q3S1	Frrs1l
F6QBN8	Lrrc74a
F6QDW5	Gm10717
F6QEY5	Gm10197
F6QGP8	Zfp804b
F6QHK0	Gm10717
F6QI24	Gm7945
F6QRE9	Erich3
F6R3T1	8030474K03Rik
F6RWR5	Gstp3
F6S966	Gm10378
F6T2D2	Gm21994
F6T6A9	Krtap6-3
F6TNE3	Prr22
F6TQW2	Ighg2c
F6V5V4	Serpinb9h
F6VAN0	Atf6
F6W043	Vmn2r40
F6W6U3	Ighe
F6WBA1	Misp3
F6WEU2	Ccdc188
F6WF45	AW822073
F6WYC8	Lipo1
F6X7B3	Ankfn1
F6XDR3	Gm10542
F6XLV1	Crocc2
F6YAM1	Zfp930
F6YK91	Ankrd65
F6YVP7	Rps18-ps6
F6YZT0	Fer1l4
F6Z3P4	Krtap15
F6Z6Z2	3110082J24Rik
F6Z9B9	Ces2h
F6ZGD5	Gm11020
F6ZUS0	Olfr199
F6ZVF2	Gm2174
F7A0E9	Gm5141
F7A1F0	Tsga10ip
F7A4H5	Zfp267
F7A549	Bbof1
F7ACM4	2210418O10Rik
F7BFU5	Gm17655
F7BTU1	Gm17332
F7BWT7	Tspan15
F7C7B4	Nkain2
F7C7Q0	Gm10801
F7C950	Muc21
F7CD45	Gm8334
F7CKP4	Ect2l
F7CTH4	Zfp811
F7CWV4	Olfr294
F7CZ33	Gm10272
F7D043	Gm10770
F7D0D4	Dnah12
F7DEP7	Gm10337
F8VPJ9	Olfr631
F8VPK0	Ttc37
F8VPQ6	Alpi
F8VPT3	Lct
F8VPU6	Usp9y
F8VPU7	Gm10778
F8VPU8	AU041133
F8VPV1	Zfp951
F8VPZ8	Olfr64
F8VPZ9	Bicra
F8VQ01	Olfr66
F8VQ07	Albfm1
F8VQ18	Olfr574
F8VQ31	Olfr921
F8VQ39	Ankdd1a
F8VQ63	Vmn1r76
F8VQ84	Olfr292
F8VQ90	Olfr180
F8VQB1	Olfr417
F8VQB8	Npcd
F8VQB9	Olfr731
F8VQD3	Vmn2r37
F8VQM2	Ccl26
F8VQM4	Osbpl7
F8VQM5	Sis
F8VQN3	Gpr31
F8WGE0	Fam217a
F8WGX2	Rubcnl
F8WHW8	Smim14
F8WJE3	Kansl2
G3UW31	Vmn1r176
G3UW32	Prr23a1
G3UW36	Cfap97d2
G3UW55	Lbhd2
G3UW56	Vmn2r85
G3UW58	Rbis
G3UW59	Ubap1l
G3UW60	Susd5
G3UW63	Rad51ap2
G3UW68	Gm9376
G3UW71	Vmn1r167
G3UW78	Cyp4f17
G3UW81	Cyp4f40
G3UW87	Gm17455
G3UW88	Mageb11
G3UW92	Klhl33
G3UWA2	Vmn2r82
G3UWB8	S100a7l2
G3UWC3	Prlh
G3UWD5	Akain1
G3UWD6	G6pd2
G3UWE2	F830016B08Rik
G3UWE6	Vmn1r39
G3UWF2	Iqcf6
G3UYA8	Vmn2r38
G3X8R9	Tmigd3
G3X8U2	1700067P10Rik
G3X906	1700029H14Rik
G3X912	Sprtn
G3X943	Slc39a2
G3X992	Msl3l2
G3X9D6	Apon
G3X9G7	Zfp809
G3X9G9	Mettl7a3
G3X9I7	Zc3h12b
G3X9J2	Rmdn2
G3X9M2	Skida1
G3X9P6	Obox5
G3X9P9	AF366264
G3X9T2	Zfp619
G3X9V8	Serpinb3a
G3X9Y6	Akr1c19
G3X9Z8	Inava
G3XA34	Zfp316
G3XA43	Krtap19-1
G3XA45	Vmn2r69
G3XA50	Lrrc10b
G3XA52	Vmn1r34
G3XA59	Lrrc32
G5E845	Kcnk16
G5E872	Rnpepl1
G5E881	Tamm41
G5E8C1	Vmn1r67
G5E8E3	2310022A10Rik
G5E8G1	Vmn1r12
G5E8G2	Usp17ld
G5E8G4	Vmn2r19
G5E8H5	Tpte
G5E8H9	Rdh19
G5E8I3	Vmn1r13
G5E8I7	Usp17lc
G5E8L3	Nat8f4
G5E8L9	Mroh9
G5E8W2	Niban3
G5E8W5	Gm5916
G5E8X2	Pabpc4l
G5E8Y4	Vmn2r86
G5E8Z3	2310050C09Rik
G5E8Z7	Vmn2r75
G5E904	Sult3a2
G8JL69	Gm11027
H7BX60	Pot1b
H9H9R8	Rbm48
I3ITR1	AK157302
I6L890	Casp16
I7HIK1	Vmn1r204
I7HJI3	Serpinb6e
I7HLV2	Rpl10
J3JS27	Vmn1r194
J3KMG5	2010315B03Rik
J3KMI0	Gm20815
J3KMI7	Gm20822
J3QPZ4	Gm20812
K7N5P3	Olfr906
K7N5T5	Olfr190
K7N5W1	Vmn2r30
K7N5X7	Olfr724
K7N608	Vmn1r78
K7N621	Vmn2r10
K7N641	Olfr694
K7N649	Vmn2r54
K7N652	Vmn2r50
K7N662	Olfr707
K7N674	Vmn2r111
K7N678	Olfr893
K7N688	Vmn1r27
K7N6B2	Olfr628
K7N6B3	Olfr618
K7N6B8	Vmn1r93
K7N6C2	Cyp2c68
K7N6G4	Gm6676
K7N6H3	Zfp934
K7N6T2	Vmn2r67
K7N6T9	Vmn1r175
K7N6U0	Vmn1r142
K7N6U5	Vmn2r78
K7N6V1	Vmn2r117
K7N6V2	Vmn2r58
K7N6V4	Gm3642
K7N6W9	Vmn1r170
K7N6X3	Vmn1r94
K7N6X7	Vmn1r103
K7N6Y3	Vmn1r115
K7N6Y7	Vmn2r21
K7N6Z2	Vmn2r97
K7N6Z8	Vmn2r9
K7N701	Vmn1r159
K7N702	Vmn2r70
K7N705	Vmn2r33
K7N712	Vmn2r62
K7N726	Vmn1r122
K7N731	Vmn1r57
K7N741	Vmn2r36
K7N747	Vmn2r109
K9J7B2	Ugt1a6b
K9J7G0	Vmn1r163
K9J7G2	Vmn1r241
K9J7G4	Vmn1r242
L7N1W8	Vmn2r88
L7N1X2	Vmn2r13
L7N1X3	Olfr209
L7N1X5	Olfr905
L7N1X7	Olfr738
L7N1Y3	Pramel51
L7N1Y5	Olfr741
L7N1Y8	Olfr194
L7N1Z3	Vmn1r80
L7N1Z4	Vmn2r31
L7N1Z5	Olfr898
L7N1Z7	Vmn2r2
L7N1Z8	Olfr191
L7N1Z9	Vmn2r93
L7N204	Pramel49
L7N205	Olfr203
L7N210	Olfr895
L7N213	Vmn1r86
L7N215	Vmn2r51
L7N217	Vmn2r12
L7N221	Vmn2r112
L7N222	Mup13
L7N224	Olfr597
L7N225	Mrgpra9
L7N228	Gm21750
L7N236	Gm15127
L7N239	Igkv4-71
L7N252	Gm21103
L7N257	Cstdc6
L7N270	Vmn1r123
L7N273	Vmn1r118
L7N274	Vmn2r95
L7N275	Vmn1r169
L7N278	Luzp4
L7N279	Vmn2r102
L7N288	Vmn1r151
L7N293	Vmn1r104
L7N299	Gm3727
L7N2A0	Vmn2r15
L7N2A1	Vmn2r60
L7N2A4	Vmn2r92
L7N2A6	Vmn1r116
L7N2B1	Vmn2r20
L7N2B2	Vmn2r52
L7N2B3	Vmn2r68
L7N2B4	Vmn1r128
L7N2B5	Vmn2r45
L7N2B7	Vmn2r77
L7N2B8	Vmn2r61
L7N2C0	Gm6401
L7N2C3	Gm7138
L7N2C4	Gm4340
L7N2C9	Vmn1r117
L7N2D3	Vmn2r5
L7N2D4	Vmn2r29
L7N2D8	Vmn2r71
L7N2E1	Vmn2r44
L7N451	Gvin1
L7N462	Olfr612
L7N472	Vmn2r8
L7N473	Vmn2r53
L7N475	Olfr92
L7N478	Vmn2r6
L7N479	Trgc3
M9MMK0	Sema3b
O08523	Tecta
O08524	Tectb
O08528	Hk2
O08529	Capn2
O08530	S1pr1
O08532	Cacna2d1
O08538	Angpt1
O08539	Bin1
O08540	Msmb
O08542	Efna4
O08543	Efna5
O08545	Efna3
O08547	Sec22b
O08550	Kmt2b
O08553	Dpysl2
O08573	Lgals9
O08574	Mesp2
O08576	Rundc3a
O08579	Emd
O08580	Esrra
O08581	Kcnk1
O08582	Gtpbp1
O08583	Alyref
O08584	Klf6
O08586	Pten
O08599	Stxbp1
O08600	Endog
O08601	Mttp
O08602	Raet1a
O08604	Raet1c
O08605	Mknk1
O08609	Mlx
O08631	Gm10229
O08632	Krtap19-5
O08633	Krtap8-1
O08638	Myh11
O08640	Krtap14
O08641	Sh3yl1
O08643	Gzmm
O08644	Ephb6
O08648	Map3k4
O08650	Has3
O08663	Metap2
O08664	Bcl7c
O08665	Sema3a
O08672	Kifc2
O08674	Rbpjl
O08675	F2rl2
O08677	Kng1
O08686	Barx2
O08688	Capn5
O08689	Mstn
O08691	Arg2
O08692	Ngp
O08696	Foxm1
O08705	Slc10a1
O08707	Ackr2
O08710	Tg
O08712	Tnfrsf11b
O08715	Akap1
O08716	Fabp9
O08717	Inhbe
O08734	Bak1
O08736	Casp12
O08738	Casp6
O08740	Polr2j
O08742	Gp5
O08746	Matn2
O08749	Dld
O08750	Nfil3
O08755	Onecut1
O08756	Hsd17b10
O08760	Ogg1
O08762	Prss12
O08784	Tcof1
O08785	Clock
O08786	Cckar
O08788	Dctn1
O08789	Mnt
O08790	Fpr-s1
O08791	Ebf3
O08792	Ebf2
O08795	Prkcsh
O08796	Eef2k
O08797	Serpinb9
O08800	Serpinb8
O08804	Serpinb6b
O08806	Serpinb9e
O08807	Prdx4
O08808	Diaph1
O08811	Ercc2
O08832	Galnt4
O08842	Gfra2
O08843	Lst1
O08848	RO60
O08849	Rgs2
O08850	Rgs5
O08852	Pkd1
O08856	Ell
O08858	Sstr5
O08859	Tnfaip6
O08884	Krtap6-2
O08899	Rgs4
O08900	Ikzf3
O08908	Pik3r2
O08911	Mapk12
O08912	Galnt1
O08914	Faah
O08915	Aip
O08917	Flot1
O08918	Ccng2
O08919	Numbl
O08922	cea7
O08927	cea12
O08934	Uncx
O08966	Slc22a1
O08967	Cyth3
O08969	Phlda2
O08970	Tuft1
O08976	Pbsn
O08989	Mras
O08992	Sdcbp
O08997	Atox1
O08999	Ltbp2
O09005	Degs1
O09008	Mfng
O09009	Rfng
O09010	Lfng
O09012	Pex5
O09030	Il13ra1
O09035	Dbil5
O09037	Reg3a
O09039	Sh2b3
O09043	Napsa
O09044	Snap23
O09047	C3ar1
O09048	1110025L11Rik
O09049	Reg3g
O09053	Wrn
O09061	Psmb1
O09100	Gata2
O09101	Pigf
O09102	Gcm2
O09105	Neurod4
O09106	Hdac1
O09107	Insl3
O09108	Lhb
O09110	Map2k3
O09111	Ndufb11
O09113	Otp
O09114	Ptgds
O09116	Sprr3
O09117	Sypl1
O09118	Ntn1
O09126	Sema4d
O09127	Epha8
O09130	Nfatc2ip
O09131	Gsto1
O09133	Smr2
O09158	Cyp3a25
O09159	Man2b1
O09160	Fut1
O09164	Sod3
O09165	Casq1
O09167	Rpl21
O09172	Gclm
O09174	Amacr
O09198	Mal
O19441	H2-Q1
O19442	H2-M9
O19443	H2-M10.1
O35047	Psmc3ip
O35054	Cldn4
O35063	Kif13b
O35066	Kif3c
O35071	Kif1c
O35075	Vps26c
O35082	Kl
O35083	Agpat1
O35084	Cyp27b1
O35085	Arx
O35089	Cnih2
O35098	Dpysl4
O35099	Map3k5
O35103	Omd
O35111	Kcnk3
O35114	Scarb2
O35118	Gfra3
O35125	Lrrc23
O35126	Atn1
O35127	Grcc10
O35129	Phb2
O35130	Emg1
O35134	Polr1a
O35136	Ncam2
O35137	Alx4
O35143	Atp5if1
O35149	Slc30a4
O35153	Bet1l
O35160	Pitx3
O35161	Celsr1
O35164	Mcpt9
O35166	Gosr2
O35173	Kcns1
O35174	Kcns2
O35176	Scgb1b2
O35177	Nedd9
O35181	Nrg3
O35182	Smad6
O35185	Bhlhe40
O35188	Cx3cl1
O35192	Vmn2r42
O35193	Vmn2r32
O35194	Vmn2r107
O35199	Vmn2r89
O35205	Gzmk
O35206	Col15a1
O35207	Cdk2ap1
