TF,Target,Mode,PMID,Tf_age,Tg_age,Tg_age_int,TF_age_int,age_length,TF_ID,Target_ID
Sox10,L1cam,Unknown,20696247,Eukaryota,Eumetazoa,4,2,2,20665,16728
Sox10,Mitf,Activation,10942418,Eukaryota,Amniota,6,2,4,20665,17342
Sox10,Mitf,Unknown,10938265,Eukaryota,Amniota,6,2,4,20665,17342
Sox10,Mpz,Activation,10757804;17325040,Eukaryota,Vertebrata,5,2,3,20665,17528
Sox10,Mpz,Unknown,10931919,Eukaryota,Vertebrata,5,2,3,20665,17528
Sox10,Olig2,Unknown,17098222,Eukaryota,Eumetazoa,4,2,2,20665,50913
Sox10,Ret,Activation,20696247;20977903,Eukaryota,Eukaryota,2,2,0,20665,19713
Sox10,Sufu,Unknown,21098272,Eukaryota,Amniota,6,2,4,20665,24069
Sox10,Tyr,Activation,17516925,Eukaryota,Eumetazoa,4,2,2,20665,22173
Sox11,Gdf5,Activation,23356643,Opisthokonta,Eumetazoa,4,3,1,20666,14563
Sox11,Tank,Activation,23201825,Opisthokonta,Amniota,6,3,3,20666,21353
Sox11,Wnt4,Unknown,22465478,Opisthokonta,Eumetazoa,4,3,1,20666,22417
Sox14,Calb2,Unknown,24929424,Eukaryota,Eukaryota,2,2,0,20669,12308
Sox15,Casp3,Unknown,26122848,Eukaryota,Eumetazoa,4,2,2,20670,12367
Sox15,Hrc,Activation,15863505,Eukaryota,Amniota,6,2,4,20670,15464
Sox17,Macc1,Repression,24407731,Eukaryota,Vertebrata,5,2,3,20671,238455
Sox17,Ccnd1,Repression,21957254,Eukaryota,Eukaryota,2,2,0,20671,12443
Sox17,Ccnd1,Unknown,19479035,Eukaryota,Eukaryota,2,2,0,20671,12443
Sox17,Cer1,Activation,24585688,Eukaryota,Vertebrata,5,2,3,20671,12622
Sox17,Ctnnb1,Repression,21957254,Eukaryota,Eukaryota,2,2,0,20671,12387
Sox17,Foxa2,Activation,23033340,Eukaryota,Opisthokonta,3,2,1,20671,15376
Sox17,Foxj1,Activation,16574095,Eukaryota,Opisthokonta,3,2,1,20671,15223
Sox17,Lama1,Activation,15220343,Eukaryota,Eumetazoa,4,2,2,20671,16772
Sox17,Lef1,Activation,20802155,Eukaryota,Opisthokonta,3,2,1,20671,16842
Sox17,Lef1,Repression,20802155,Eukaryota,Opisthokonta,3,2,1,20671,16842
Sox17,Mbp,Unknown,16988043,Eukaryota,Amniota,6,2,4,20671,17196
Sox17,Nepn,Activation,25209250,Eukaryota,Eukaryota,2,2,0,20671,66650
Sox17,Sftpc,Repression,16574095,Eukaryota,Amniota,6,2,4,20671,20389
Sox18,Oprm1,Activation,11353810,Eukaryota,Eumetazoa,4,2,2,20672,18390
Sox18,Oprm1,Unknown,21198637,Eukaryota,Eumetazoa,4,2,2,20672,18390
Sox18,Prox1,Activation,20360386,Eukaryota,Eumetazoa,4,2,2,20672,19130
Sox2,Atoh1,Activation,22340499,Eukaryota,Eumetazoa,4,2,2,20674,11921
Sox2,Birc5,Activation,23301561,Eukaryota,Opisthokonta,3,2,1,20674,11799
Sox2,Ccnd1,Repression,25482558,Eukaryota,Eukaryota,2,2,0,20674,12443
Sox2,Cdkn1b,Activation,22855803,Eukaryota,Amniota,6,2,4,20674,12576
Sox2,Egfr,Activation,19882665,Eukaryota,Eukaryota,2,2,0,20674,13649
Sox2,Fgf4,Activation,23939864;7590241,Eukaryota,Eumetazoa,4,2,2,20674,14175
Sox2,Fgf4,Repression,15349837,Eukaryota,Eumetazoa,4,2,2,20674,14175
Sox2,Fgf4,Unknown,14988001,Eukaryota,Eumetazoa,4,2,2,20674,14175
Sox2,Gli3,Unknown,21532573,Eukaryota,Eukaryota,2,2,0,20674,14634
Sox2,Jag1,Unknown,21532573,Eukaryota,Eukaryota,2,2,0,20674,16449
Sox2,Lef1,Repression,24487391,Eukaryota,Opisthokonta,3,2,1,20674,16842
Sox2,Lefty1,Activation,16954384,Eukaryota,Eumetazoa,4,2,2,20674,13590
Sox2,Ly6a,Unknown,25210856,Eukaryota,Amniota,6,2,4,20674,110454
Sox2,Mycn,Unknown,21532573,Eukaryota,Eumetazoa,4,2,2,20674,18109
Sox2,Nanog,Repression,22745796,Eukaryota,Eukaryota,2,2,0,20674,71950
Sox2,Nanog,Unknown,15860457;16541131;20872845;22787153,Eukaryota,Eukaryota,2,2,0,20674,71950
Sox2,Neurod1,Unknown,22513373,Eukaryota,Eumetazoa,4,2,2,20674,18012
Sox2,Neurog1,Activation,23447599,Eukaryota,Eumetazoa,4,2,2,20674,18014
Sox2,Neurog1,Unknown,22513373,Eukaryota,Eumetazoa,4,2,2,20674,18014
Sox2,Nkx2-1,Activation,23444355,Eukaryota,Eukaryota,2,2,0,20674,21869
Sox2,Nr2e1,Activation,22194602,Eukaryota,Eumetazoa,4,2,2,20674,21907
Sox2,Pou1f1,Activation,22945632,Eukaryota,Eukaryota,2,2,0,20674,18736
Sox2,Pou5f1,Activation,15988017,Eukaryota,Eumetazoa,4,2,2,20674,18999
Sox2,Pou5f1,Unknown,15557334;18213644,Eukaryota,Eumetazoa,4,2,2,20674,18999
Sox2,Sema6a,Unknown,17671748,Eukaryota,Eumetazoa,4,2,2,20674,20358
Sox2,Shh,Unknown,19734891,Eukaryota,Eumetazoa,4,2,2,20674,20423
Sox2,Six3,Activation,23792023,Eukaryota,Eukaryota,2,2,0,20674,20473
Sox2,Sox2,Activation,15988017,Eukaryota,Eukaryota,2,2,0,20674,20674
Sox2,Utf1,Activation,15923625,Eukaryota,Amniota,6,2,4,20674,22286
Sox2,Utf1,Unknown,10409735,Eukaryota,Amniota,6,2,4,20674,22286
Sox2,Zscan10,Activation,17344211,Eukaryota,Vertebrata,5,2,3,20674,332221
Sox2,Zfp819,Unknown,23954693,Eukaryota,Vertebrata,5,2,3,20674,74400
Sox21,Hes5,Repression,22956844,Eukaryota,Eumetazoa,4,2,2,223227,15208
Sox4,Cald1,Unknown,24046453,Eukaryota,Amniota,6,2,4,20677,109624
Sox4,Ctnnb1,Activation,22231735,Eukaryota,Eukaryota,2,2,0,20677,12387
Sox4,Ezh2,Repression,23764001,Eukaryota,Eukaryota,2,2,0,20677,14056
Sox4,Mecom,Activation,16204320,Eukaryota,Eumetazoa,4,2,2,20677,14013
Sox4,Spi1,Repression,21878674,Eukaryota,Eumetazoa,4,2,2,20677,20375
Sox4,Tcf4,Activation,22231735,Eukaryota,Opisthokonta,3,2,1,20677,21413
Sox5,Catsper1,Unknown,25101494,Eukaryota,Eumetazoa,4,2,2,20678,225865
Sox5,Ifi204,Unknown,18636074,Eukaryota,Amniota,6,2,4,20678,15951
Sox5,Nfkbib,Unknown,12475944,Eukaryota,cellular organisms,1,2,1,20678,18036
Sox5,Pthlh,Activation,19759178,Eukaryota,Vertebrata,5,2,3,20678,19227
Sox5,Sox10,Unknown,18703590,Eukaryota,Eukaryota,2,2,0,20678,20665
Sox5,Spag6,Unknown,20668334,Eukaryota,Eukaryota,2,2,0,20678,381350
Sox6,Ccnd1,Repression,17412698,Eukaryota,Eukaryota,2,2,0,20679,12443
Sox6,Fgf3,Repression,11504872,Eukaryota,Eumetazoa,4,2,2,20679,14174
Sox6,Pthlh,Activation,19759178,Eukaryota,Vertebrata,5,2,3,20679,19227
Sox6,Trp53,Activation,21084391,Eukaryota,Vertebrata,5,2,3,20679,22059
Sox7,Fgf3,Activation,15082719,Eukaryota,Eumetazoa,4,2,2,20680,14174
Sox7,Lama1,Activation,15220343,Eukaryota,Eumetazoa,4,2,2,20680,16772
Sox7,Sox4,Activation,22231735,Eukaryota,Eukaryota,2,2,0,20680,20677
Sox8,Amh,Unknown,12732652,Eukaryota,Eumetazoa,4,2,2,20681,11705
Sox8,Col1a1,Unknown,15753123,Eukaryota,Vertebrata,5,2,3,20681,12842
Sox8,Sox10,Activation,22837482,Eukaryota,Eukaryota,2,2,0,20681,20665
Sox8,Sox9,Activation,15056615,Eukaryota,Eukaryota,2,2,0,20681,20682
Sox9,Best1,Activation,20530484,Eukaryota,Eumetazoa,4,2,2,20682,24115
Sox9,Bmi1,Activation,22246670,Eukaryota,Eukaryota,2,2,0,20682,12151
Sox9,Catsper1,Unknown,25101494,Eukaryota,Eumetazoa,4,2,2,20682,225865
Sox9,Cdh1,Repression,25004243,Eukaryota,Eukaryota,2,2,0,20682,12550
Sox9,Cdkn1a,Activation,19273910;20651055,Eukaryota,Amniota,6,2,4,20682,12575
Sox9,Cdkn1a,Repression,20651055,Eukaryota,Amniota,6,2,4,20682,12575
Sox9,Col2a1,Activation,18677406;19828133;9264261,Eukaryota,Vertebrata,5,2,3,20682,12824
Sox9,Col2a1,Unknown,18390577,Eukaryota,Vertebrata,5,2,3,20682,12824
Sox9,Ctgf,Repression,20571031,Eukaryota,Amniota,6,2,4,20682,14219
Sox9,Ctnnb1,Repression,15132997,Eukaryota,Eukaryota,2,2,0,20682,12387
Sox9,Cyp26b1,Activation,21757499,Eukaryota,cellular organisms,1,2,1,20682,232174
Sox9,Etv2,Activation,22613723,Eukaryota,Eumetazoa,4,2,2,20682,14008
Sox9,Fgf9,Activation,19429785,Eukaryota,Eumetazoa,4,2,2,20682,14180
Sox9,Furin,Activation,17360815,Eukaryota,cellular organisms,1,2,1,20682,18550
Sox9,Lxn,Activation,19059214,Eukaryota,Amniota,6,2,4,20682,17035
Sox9,Matn1,Unknown,23860260,Eukaryota,Eumetazoa,4,2,2,20682,17180
Sox9,Mia,Activation,12133909,Eukaryota,Amniota,6,2,4,20682,12587
Sox9,Mia,Unknown,10320524,Eukaryota,Amniota,6,2,4,20682,12587
Sox9,Neurog3,Activation,21829703,Eukaryota,Eumetazoa,4,2,2,20682,11925
Sox9,Nkx3-2,Unknown,19306868,Eukaryota,Eukaryota,2,2,0,20682,12020
Sox9,Pax3,Repression,22768305,Eukaryota,Eukaryota,2,2,0,20682,18505
Sox9,Pdx1,Activation,21829703,Eukaryota,Eumetazoa,4,2,2,20682,18609
Sox9,Pdx1,Unknown,20448145,Eukaryota,Eumetazoa,4,2,2,20682,18609
Sox9,Phex,Activation,11517178,Eukaryota,Eumetazoa,4,2,2,20682,18675
Sox9,Pik3ca,Activation,21367821,Eukaryota,Eukaryota,2,2,0,20682,18706
Sox9,Pthlh,Activation,19759178,Eukaryota,Vertebrata,5,2,3,20682,19227
Sox9,Ret,Activation,21212101,Eukaryota,Eukaryota,2,2,0,20682,19713
Sox9,Sgca,Repression,19729026,Eukaryota,Amniota,6,2,4,20682,20391
Sox9,Slc6a19,Repression,24121511,Eukaryota,cellular organisms,1,2,1,20682,74338
Sox9,Sox10,Activation,22837482;24924191,Eukaryota,Eukaryota,2,2,0,20682,20665
Sox9,Vegfa,Repression,25564625,Eukaryota,Vertebrata,5,2,3,20682,22339
Sox9,Vnn1,Activation,15590666,Eukaryota,Eukaryota,2,2,0,20682,22361
Sox9,Wwp2,Activation,21170031,Eukaryota,Eukaryota,2,2,0,20682,66894
Sp1,Abca1,Unknown,22711909,Opisthokonta,cellular organisms,1,3,2,20683,11303
Sp1,Abcb1a,Unknown,8103518,Opisthokonta,cellular organisms,1,3,2,20683,18671
Sp1,Abcc1,Activation,9865734,Opisthokonta,cellular organisms,1,3,2,20683,17250
Sp1,Abcc6,Unknown,17214963,Opisthokonta,cellular organisms,1,3,2,20683,27421
Sp1,Acaca,Activation,8576128,Opisthokonta,cellular organisms,1,3,2,20683,107476
Sp1,Acsbg1,Activation,16125341,Opisthokonta,cellular organisms,1,3,2,20683,94180
Sp1,Acsl4,Unknown,23376217,Opisthokonta,cellular organisms,1,3,2,20683,50790
Sp1,Acss1,Activation,14960588,Opisthokonta,cellular organisms,1,3,2,20683,68738
Sp1,Acta2,Activation,12110667,Opisthokonta,Eukaryota,2,3,1,20683,11475
Sp1,Adcy4,Unknown,18388192,Opisthokonta,Eukaryota,2,3,1,20683,104110
Sp1,Adcyap1r1,Activation,24045949,Opisthokonta,Eumetazoa,4,3,1,20683,11517
Sp1,Agt,Unknown,12032593,Opisthokonta,cellular organisms,1,3,2,20683,11606
Sp1,Ahr,Activation,20478378;9778040,Opisthokonta,Eumetazoa,4,3,1,20683,11622
Sp1,Ahr,Unknown,8806768,Opisthokonta,Eumetazoa,4,3,1,20683,11622
Sp1,Aldh3a1,Unknown,10591537,Opisthokonta,cellular organisms,1,3,2,20683,11670
Sp1,Alox5,Unknown,23720274,Opisthokonta,cellular organisms,1,3,2,20683,11689
Sp1,Alox8,Unknown,14711820,Opisthokonta,cellular organisms,1,3,2,20683,11688
Sp1,Aplp1,Unknown,8786110,Opisthokonta,Eumetazoa,4,3,1,20683,11803
Sp1,Apoe,Unknown,18467438,Opisthokonta,Vertebrata,5,3,2,20683,11816
Sp1,App,Activation,14715929,Opisthokonta,Eumetazoa,4,3,1,20683,11820
Sp1,Ar,Unknown,22347450,Opisthokonta,Amniota,6,3,3,20683,11835
Sp1,Arntl,Activation,24030830,Opisthokonta,Eukaryota,2,3,1,20683,11865
Sp1,Asah1,Unknown,16500425,Opisthokonta,Eukaryota,2,3,1,20683,11886
Sp1,Ascl2,Activation,23071113,Opisthokonta,Eumetazoa,4,3,1,20683,17173
Sp1,Atp12a,Unknown,19420113,Opisthokonta,cellular organisms,1,3,2,20683,192113
Sp1,Atxn3,Unknown,15233999,Opisthokonta,Eukaryota,2,3,1,20683,110616
Sp1,Bace1,Activation,14701757,Opisthokonta,Eukaryota,2,3,1,20683,23821
Sp1,Bach1,Unknown,11530014,Opisthokonta,Eumetazoa,4,3,1,20683,12013
Sp1,Bfsp1,Activation,9651486,Opisthokonta,Amniota,6,3,3,20683,12075
Sp1,Bglap,Unknown,21820092,Opisthokonta,Vertebrata,5,3,2,20683,12096
Sp1,Bglap2,Activation,21820092,Opisthokonta,Vertebrata,5,3,2,20683,12097
Sp1,Bhlhe40,Unknown,12657651,Opisthokonta,Eukaryota,2,3,1,20683,20893
Sp1,Bmp2,Unknown,17317039,Opisthokonta,Eumetazoa,4,3,1,20683,12156
Sp1,Bmp4,Unknown,21411747,Opisthokonta,Eumetazoa,4,3,1,20683,12159
Sp1,Bmp7,Unknown,20375015,Opisthokonta,Eumetazoa,4,3,1,20683,12162
Sp1,Bsg,Activation,11814679;22678117,Opisthokonta,Eumetazoa,4,3,1,20683,12215
Sp1,Bsx,Unknown,17944879,Opisthokonta,Eukaryota,2,3,1,20683,244813
Sp1,Btk,Activation,8934542,Opisthokonta,Eukaryota,2,3,1,20683,12229
Sp1,Cadm1,Activation,21672091,Opisthokonta,Eumetazoa,4,3,1,20683,54725
Sp1,Ccl2,Activation,10636866;12682245,Opisthokonta,Amniota,6,3,3,20683,20296
Sp1,Ccl2,Unknown,9042660,Opisthokonta,Amniota,6,3,3,20683,20296
Sp1,Ccna1,Activation,23112860,Opisthokonta,Eukaryota,2,3,1,20683,12427
Sp1,Ccnd1,Activation,10611246,Opisthokonta,Eukaryota,2,3,1,20683,12443
Sp1,Ccnd1,Unknown,19850937,Opisthokonta,Eukaryota,2,3,1,20683,12443
Sp1,Ccnd2,Activation,9339900,Opisthokonta,Eukaryota,2,3,1,20683,12444
Sp1,Ccnd3,Activation,10361118,Opisthokonta,Eukaryota,2,3,1,20683,12445
Sp1,Ccnd3,Unknown,8661116,Opisthokonta,Eukaryota,2,3,1,20683,12445
Sp1,Cd14,Unknown,9125541,Opisthokonta,Eumetazoa,4,3,1,20683,12475
Sp1,Cd1d2,Activation,22419072,Opisthokonta,Amniota,6,3,3,20683,12480
Sp1,Cd55,Unknown,16951346,Opisthokonta,Eumetazoa,4,3,1,20683,13136
Sp1,Cd79a,Unknown,11000405,Opisthokonta,Amniota,6,3,3,20683,12518
Sp1,Cdh5,Activation,21464949,Opisthokonta,Eumetazoa,4,3,1,20683,12562
Sp1,Cdk5r1,Unknown,11724806,Opisthokonta,Eumetazoa,4,3,1,20683,12569
Sp1,Cdk5r2,Unknown,19437621,Opisthokonta,Eumetazoa,4,3,1,20683,12570
Sp1,Cdk6,Unknown,20570586,Opisthokonta,Eukaryota,2,3,1,20683,12571
Sp1,Cdkn1a,Activation,8995437,Opisthokonta,Amniota,6,3,3,20683,12575
Sp1,Cdkn1a,Unknown,17090534;18381445;23066038;23329847,Opisthokonta,Amniota,6,3,3,20683,12575
Sp1,Cdkn1c,Activation,18513743,Opisthokonta,Amniota,6,3,3,20683,12577
Sp1,Cdkn2c,Activation,22504641,Opisthokonta,cellular organisms,1,3,2,20683,12580
Sp1,Cdkn2d,Unknown,15107822,Opisthokonta,cellular organisms,1,3,2,20683,12581
Sp1,Cebpa,Repression,10373535,Opisthokonta,Eumetazoa,4,3,1,20683,12606
Sp1,Cebpd,Unknown,17273900;20506344,Opisthokonta,Eumetazoa,4,3,1,20683,12609
Sp1,Cend1,Activation,16181419,Opisthokonta,Amniota,6,3,3,20683,57754
Sp1,Ces1d,Activation,11337511,Opisthokonta,cellular organisms,1,3,2,20683,104158
Sp1,Ces2c,Unknown,15283701,Opisthokonta,cellular organisms,1,3,2,20683,234671
Sp1,Cirbp,Activation,23046908,Opisthokonta,Eukaryota,2,3,1,20683,12696
Sp1,Cldn19,Activation,15589828,Opisthokonta,Vertebrata,5,3,2,20683,242653
Sp1,Col1a1,Unknown,9870870,Opisthokonta,Vertebrata,5,3,2,20683,12842
Sp1,Col1a2,Activation,9143363,Opisthokonta,Eumetazoa,4,3,1,20683,12843
Sp1,Col2a1,Activation,11447232,Opisthokonta,Vertebrata,5,3,2,20683,12824
Sp1,Col5a1,Activation,20888414,Opisthokonta,Vertebrata,5,3,2,20683,12831
Sp1,Cops5,Activation,18593980,Opisthokonta,Eukaryota,2,3,1,20683,26754
Sp1,Cox17,Activation,11997103,Opisthokonta,Eukaryota,2,3,1,20683,12856
Sp1,Cox4i1,Repression,1331086,Opisthokonta,Opisthokonta,3,3,0,20683,12857
Sp1,Csf1,Activation,8407965,Opisthokonta,Amniota,6,3,3,20683,12977
Sp1,Csf1r,Activation,9506963,Opisthokonta,Eukaryota,2,3,1,20683,12978
Sp1,Csf2,Activation,11418664,Opisthokonta,Amniota,6,3,3,20683,12981
Sp1,Csrp2,Activation,9553112,Opisthokonta,Eukaryota,2,3,1,20683,13008
Sp1,Ctse,Activation,22134960,Opisthokonta,Eukaryota,2,3,1,20683,13034
Sp1,Cxadr,Unknown,24478392,Opisthokonta,Vertebrata,5,3,2,20683,13052
Sp1,Cyp11a1,Activation,10459866;9013760,Opisthokonta,cellular organisms,1,3,2,20683,13070
Sp1,Cyp11a1,Unknown,20371701,Opisthokonta,cellular organisms,1,3,2,20683,13070
Sp1,Dck,Unknown,15548386,Opisthokonta,cellular organisms,1,3,2,20683,13178
Sp1,Dmd,Activation,15550398;19943855,Opisthokonta,Eukaryota,2,3,1,20683,13405
Sp1,Dnm1,Unknown,11809758,Opisthokonta,Eukaryota,2,3,1,20683,13429
Sp1,Dnmt1,Activation,12071960,Opisthokonta,cellular organisms,1,3,2,20683,13433
Sp1,Dnmt1,Unknown,23457487,Opisthokonta,cellular organisms,1,3,2,20683,13433
Sp1,Ecm1,Activation,9931498,Opisthokonta,Amniota,6,3,3,20683,13601
Sp1,Egfr,Unknown,18007664,Opisthokonta,Eukaryota,2,3,1,20683,13649
Sp1,Egr1,Activation,8349585,Opisthokonta,Opisthokonta,3,3,0,20683,13653
Sp1,Epas1,Unknown,16394508,Opisthokonta,Eumetazoa,4,3,1,20683,13819
Sp1,Epor,Activation,21029371,Opisthokonta,Amniota,6,3,3,20683,13857
Sp1,Epor,Repression,8521844,Opisthokonta,Amniota,6,3,3,20683,13857
Sp1,Esrra,Unknown,12960079,Opisthokonta,Eumetazoa,4,3,1,20683,26379
Sp1,Ets1,Unknown,16300938,Opisthokonta,Eumetazoa,4,3,1,20683,23871
Sp1,Fabp6,Unknown,11684682,Opisthokonta,Eumetazoa,4,3,1,20683,16204
Sp1,Fasl,Unknown,11745351,Opisthokonta,Amniota,6,3,3,20683,14103
Sp1,Fbln1,Unknown,11829738,Opisthokonta,Eukaryota,2,3,1,20683,14114
Sp1,Fmr1,Activation,25015265,Opisthokonta,Eumetazoa,4,3,1,20683,14265
Sp1,Fos,Unknown,7702750,Opisthokonta,Eumetazoa,4,3,1,20683,14281
Sp1,Gabra6,Unknown,17652716,Opisthokonta,Eumetazoa,4,3,1,20683,14399
Sp1,Gfap,Unknown,23832770,Opisthokonta,Eumetazoa,4,3,1,20683,14580
Sp1,Gfpt2,Unknown,11167021,Opisthokonta,cellular organisms,1,3,2,20683,14584
Sp1,Ghr,Unknown,11390427,Opisthokonta,Amniota,6,3,3,20683,14600
Sp1,Slc2a1,Unknown,18154738,Opisthokonta,cellular organisms,1,3,2,20683,20525
Sp1,Gpc4,Activation,15297147,Opisthokonta,Eumetazoa,4,3,1,20683,14735
Sp1,Gstk1,Repression,25024375,Opisthokonta,Eumetazoa,4,3,1,20683,76263
Sp1,Hba-x,Unknown,22696638,Opisthokonta,Vertebrata,5,3,2,20683,15126
Sp1,Hdac7,Unknown,20889501,Opisthokonta,cellular organisms,1,3,2,20683,56233
Sp1,Heca,Unknown,16949047,Opisthokonta,Eumetazoa,4,3,1,20683,380629
Sp1,Hgf,Activation,9223667,Opisthokonta,Eumetazoa,4,3,1,20683,15234
Sp1,Hinfp,Activation,17826007,Opisthokonta,Opisthokonta,3,3,0,20683,102423
Sp1,Hmga1,Unknown,22389255,Opisthokonta,Amniota,6,3,3,20683,15361
Sp1,Hmga2,Activation,12799440,Opisthokonta,Amniota,6,3,3,20683,15364
Sp1,Hmga2,Unknown,11802722,Opisthokonta,Amniota,6,3,3,20683,15364
Sp1,Hmgcl,Unknown,8617516,Opisthokonta,cellular organisms,1,3,2,20683,15356
Sp1,Hmgcr,Unknown,23315940,Opisthokonta,cellular organisms,1,3,2,20683,15357
Sp1,Hrasls5,Activation,12054540,Opisthokonta,Vertebrata,5,3,2,20683,66727
Sp1,Hspa1b,Activation,14766729,Opisthokonta,cellular organisms,1,3,2,20683,15511
Sp1,Hspa1b,Repression,14766729,Opisthokonta,cellular organisms,1,3,2,20683,15511
Sp1,Htr1a,Unknown,8626793,Opisthokonta,Eumetazoa,4,3,1,20683,15550
Sp1,Icam1,Activation,11788788,Opisthokonta,Amniota,6,3,3,20683,15894
Sp1,Ifitm5,Activation,23530031,Opisthokonta,Amniota,6,3,3,20683,73835
Sp1,Igfbp3,Unknown,11108271,Opisthokonta,Eumetazoa,4,3,1,20683,16009
Sp1,Il10,Activation,10861063,Opisthokonta,Amniota,6,3,3,20683,16153
Sp1,Il10,Unknown,10861064,Opisthokonta,Amniota,6,3,3,20683,16153
Sp1,Il2,Activation,10656874,Opisthokonta,Amniota,6,3,3,20683,16183
Sp1,Il5ra,Unknown,19231596,Opisthokonta,Amniota,6,3,3,20683,16192
Sp1,Il6,Unknown,15688401,Opisthokonta,Amniota,6,3,3,20683,16193
Sp1,Insr,Unknown,12665574,Opisthokonta,Eukaryota,2,3,1,20683,16337
Sp1,Irs1,Unknown,8544845,Opisthokonta,Eumetazoa,4,3,1,20683,16367
Sp1,Itga5,Activation,21592318,Opisthokonta,Eumetazoa,4,3,1,20683,16402
Sp1,Itga6,Activation,17652716,Opisthokonta,Eukaryota,2,3,1,20683,16403
Sp1,Ivl,Unknown,15025563,Opisthokonta,Amniota,6,3,3,20683,16447
Sp1,Jak3,Activation,16518416,Opisthokonta,Eukaryota,2,3,1,20683,16453
Sp1,Jun,Unknown,8007947,Opisthokonta,Opisthokonta,3,3,0,20683,16476
Sp1,Jund,Activation,1714380,Opisthokonta,Eukaryota,2,3,1,20683,16478
Sp1,Kcna5,Unknown,17660393,Opisthokonta,cellular organisms,1,3,2,20683,16493
Sp1,Kcnn3,Activation,20682843,Opisthokonta,Eumetazoa,4,3,1,20683,140493
Sp1,Kcnn3,Repression,20682843,Opisthokonta,Eumetazoa,4,3,1,20683,140493
Sp1,Kctd13,Unknown,15757666,Opisthokonta,Eukaryota,2,3,1,20683,233877
Sp1,Kdm5a,Activation,25015565,Opisthokonta,Eukaryota,2,3,1,20683,214899
Sp1,Kit,Unknown,12239153,Opisthokonta,Eukaryota,2,3,1,20683,16590
Sp1,Klf16,Activation,18472212,Opisthokonta,Opisthokonta,3,3,0,20683,118445
Sp1,Krt5,Activation,12024040,Opisthokonta,Eumetazoa,4,3,1,20683,110308
Sp1,Lama1,Activation,12519763;15220343,Opisthokonta,Eumetazoa,4,3,1,20683,16772
Sp1,Lgals1,Activation,10760565;9931450,Opisthokonta,Eumetazoa,4,3,1,20683,16852
Sp1,Lhcgr,Unknown,11174851,Opisthokonta,Eumetazoa,4,3,1,20683,16867
Sp1,Lhx4,Unknown,18053794,Opisthokonta,Eukaryota,2,3,1,20683,16872
Sp1,Lipe,Activation,11812735,Opisthokonta,cellular organisms,1,3,2,20683,16890
Sp1,Lmna,Unknown,15219855,Opisthokonta,Eumetazoa,4,3,1,20683,16905
Sp1,Lor,Repression,23341029,Opisthokonta,Eukaryota,2,3,1,20683,16939
Sp1,Lpl,Unknown,15755745,Opisthokonta,Eumetazoa,4,3,1,20683,16956
Sp1,Ltf,Repression,15265983,Opisthokonta,Vertebrata,5,3,2,20683,17002
Sp1,Mapk1,Unknown,10727414;12220517,Opisthokonta,Eukaryota,2,3,1,20683,26413
Sp1,Mbp,Unknown,10457364;1690988,Opisthokonta,Amniota,6,3,3,20683,17196
Sp1,Mertk,Unknown,12153576,Opisthokonta,Eukaryota,2,3,1,20683,17289
Sp1,Met,Activation,12569082;21831840,Opisthokonta,Eukaryota,2,3,1,20683,17295
Sp1,Met,Repression,10713700;21831840,Opisthokonta,Eukaryota,2,3,1,20683,17295
Sp1,Met,Unknown,12473536,Opisthokonta,Eukaryota,2,3,1,20683,17295
Sp1,Mfn2,Activation,22253285,Opisthokonta,Eukaryota,2,3,1,20683,170731
Sp1,Mgarp,Activation,23209644,Opisthokonta,Amniota,6,3,3,20683,67749
Sp1,Mgp,Activation,19306294,Opisthokonta,Amniota,6,3,3,20683,17313
Sp1,Mgst1,Unknown,21216258,Opisthokonta,Amniota,6,3,3,20683,56615
Sp1,Mif,Activation,19747950,Opisthokonta,Eumetazoa,4,3,1,20683,17319
Sp1,Riox2,Unknown,24324617,Opisthokonta,cellular organisms,1,3,2,20683,67014
Sp1,Mmp2,Unknown,19770485,Opisthokonta,Eukaryota,2,3,1,20683,17390
Sp1,Mmp28,Unknown,11574168,Opisthokonta,Eukaryota,2,3,1,20683,118453
Sp1,Mmp9,Activation,8226872,Opisthokonta,Eukaryota,2,3,1,20683,17395
Sp1,Me1,Unknown,9872397,Opisthokonta,Eumetazoa,4,3,1,20683,17436
Sp1,Mrc1,Repression,9354684,Opisthokonta,Eumetazoa,4,3,1,20683,17533
Sp1,Mta2,Unknown,11368903,Opisthokonta,Eumetazoa,4,3,1,20683,23942
Sp1,Muc5ac,Unknown,14570593,Opisthokonta,Eumetazoa,4,3,1,20683,17833
Sp1,Myb,Activation,10567569,Opisthokonta,Eukaryota,2,3,1,20683,17863
Sp1,Myb,Unknown,2481264,Opisthokonta,Eukaryota,2,3,1,20683,17863
Sp1,Myc,Repression,12153142,Opisthokonta,Opisthokonta,3,3,0,20683,17869
Sp1,Myh11,Activation,8635248,Opisthokonta,Eukaryota,2,3,1,20683,17880
Sp1,Nkx2-1,Unknown,15264213,Opisthokonta,Eukaryota,2,3,1,20683,21869
Sp1,Nanog,Activation,16541131,Opisthokonta,Eukaryota,2,3,1,20683,71950
Sp1,Nanog,Repression,16541131,Opisthokonta,Eukaryota,2,3,1,20683,71950
Sp1,Napepld,Unknown,21233218,Opisthokonta,cellular organisms,1,3,2,20683,242864
Sp1,Nat2,Unknown,12904181,Opisthokonta,cellular organisms,1,3,2,20683,17961
